example_id,context_id,domain,context,question,claim,claim_gold_label,existing_atom_count,gold_atom_count,gold_atom_1,gold_atom_1_nli,gold_atom_2,gold_atom_2_nli,gold_atom_3,gold_atom_3_nli,gold_atom_4,gold_atom_4_nli,gold_atom_5,gold_atom_5_nli,decomposition_complete,faithful_to_claim,annotation_status,annotator_id,review_notes
legal_stress_0063,legal_a500aeb688296446,legal,"Türkiye Cumhuriyeti Anayasası düşünce ve kanaat hürriyetini 25. maddede, düşünceyi açıklama ve yayma hürriyetini ise 26. maddede düzenler. 25. maddeye göre herkes düşünce ve kanaat hürriyetine sahiptir; kimse bunları açıklamaya zorlanamaz, düşünceleri nedeniyle kınanamaz ve suçlanamaz. 26. madde herkesin düşünce ve kanaatlerini söz, yazı, resim veya başka yollarla tek başına ya da toplu olarak açıklama ve yayma hakkını güvence altına alır. Bu hak, resmî makamların müdahalesi olmadan haber veya fikir alma ve verme serbestliğini de kapsar. Bununla birlikte kullanım; millî güvenlik, kamu düzeni, suçların önlenmesi, başkalarının şöhret ve hakları, özel hayat, meslek sırları veya yargılama görevinin korunması gibi anayasal amaçlarla kanunla sınırlanabilir. Yayma araçlarına ilişkin düzenlemeler, yayımı engellemediği sürece tek başına özgürlüğün ihlali sayılmaz.",Anayasanın 25 ve 26. maddeleri düşünce özgürlüğünün hangi yönlerini düzenler?,"25. madde düşünce ve kanaat hürriyetini, 26. madde ise düşünceleri söz, yazı veya başka yollarla açıklama ve yayma hakkını düzenler.",supported,,,,,,,,,,,,,,,pending,,
legal_stress_0068,devfs_b6_leg_001,legal,"Adli sicil sistemi, kesinleşmiş ceza mahkûmiyetleri ve güvenlik tedbirlerine ilişkin bilgilerin kanuni koşullara göre tutulmasını sağlar. Cezanın veya güvenlik tedbirinin infazı tamamlandığında kayıt, gerekli bildirimlerin merkezî sisteme işlenmesinden sonra adli sicilden çıkarılarak arşiv kaydına alınabilir. Genel af durumunda ilgili kayıtlar resen arşive aktarılır. Fiilin sonradan kanunla suç olmaktan çıkarılması veya yargılamanın yenilenmesi sonucunda beraat kararı verilmesi gibi hâllerde adli sicil ve arşiv kaydının tamamen silinmesi mümkündür. Arşiv bilgilerine herkes sınırsız biçimde erişemez; kişinin kendisi, açık yetkili vekili ve kanunda sayılan merciler belirli amaçlarla bilgi isteyebilir. Kayıtların silinmesi yalnız kişinin sözlü talebiyle otomatik gerçekleşmez; kanundaki şartlar ve yetkili makamların incelemesi uygulanır. Arşive alınma ile kaydın tamamen silinmesi hukuken aynı işlem değildir ve farklı koşullara bağlıdır.",Cezanın infazı tamamlandığında adli sicil kaydı ne olur ve arşiv bilgilerine kimler erişebilir?,İnfaz tamamlanınca kayıt kanuni işlem sonrasında adli sicilden çıkarılıp arşive alınabilir. Arşiv bilgilerine yalnız kanunda yetkilendirilen kişiler ve merciler erişebilir.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0087,devfs_b4_leg_001,legal,"Ceza muhakemesinde adli kontrol, tutuklama sebeplerinin bulunduğu bir soruşturmada şüphelinin tutuklanması yerine belirli yükümlülüklere tabi tutulmasına imkân veren bir koruma tedbiridir. Kanunda tutuklama yasağı bulunan durumlarda da adli kontrol hükümleri uygulanabilir. Hâkim, somut olayın özelliklerine göre bir veya birden fazla yükümlülük belirleyebilir. Yurt dışına çıkamamak, belirlenen yerlere belirli sürelerde düzenli olarak başvurmak veya başka kanuni yükümlülüklere uymak bunlar arasındadır. Tedbir, kişinin tamamen serbest bırakılması anlamına gelmediği gibi peşinen cezalandırılması da değildir. Şüpheli veya sanığın yükümlülüklere uyup uymadığı izlenir. Adli kontrolün devamına gerek olup olmadığı soruşturma ve kovuşturma aşamalarında yetkili hâkim ya da mahkeme tarafından kanuni aralıklarla yeniden değerlendirilir. Yükümlülüklere uyulmaması hâlinde hâkim veya mahkeme, kanunda öngörülen sonuçları somut olaya göre değerlendirebilir.",Adli kontrol tutuklamaya nasıl bir alternatif oluşturur ve şüpheliye hangi yükümlülükler getirilebilir?,"Adli kontrol, tutuklama yerine uygulanabilen bir koruma tedbiridir. Şüpheliye yurt dışına çıkmama veya düzenli başvuru gibi yükümlülükler getirilebilir.",supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0088,devfs_b5_leg_005,legal,"Arabuluculuk, bir özel hukuk uyuşmazlığının tarafsız ve uzman bir üçüncü kişinin yardımıyla mahkeme dışında çözülmesini amaçlayan bir yöntemdir. Taraflar sürece eşit haklarla katılır ve arabulucu onlar adına uyuşmazlığın sonucuna karar vermez. Süreçte ileri sürülen beyan ve belgelerin gizli kalması esastır; bu bilgi ve belgeler kural olarak daha sonra mahkeme veya tahkimde delil olarak kullanılamaz. Arabulucu, hukuki sorunun ve tarafların menfaatlerinin belirlenmesine, iletişim ile müzakerenin yürütülmesine yardımcı olur. Taraflar anlaşmaya varırsa hak ve yükümlülükleri gösteren bir anlaşma belgesi düzenlenir. Yetkili ve görevli mahkemenin icra edilebilirlik şerhi verdiği anlaşma belgesi ilam niteliğinde belge hâline gelebilir. Arabuluculuk, tarafların iradesinin yerine arabulucunun tek taraflı kararını koyan bir yargılama değildir. Taraflar çözüm üretme yetkisini kendilerinde tutar ve anlaşmanın içeriğini serbest iradeleriyle belirler.",Arabuluculuk görüşmelerindeki gizlilik nasıl korunur ve anlaşma belgesi ne zaman ilam niteliği kazanır?,Arabuluculukta beyan ve belgelerin gizliliği korunur ve bunlar kural olarak başka yargılamada delil olmaz. Anlaşma belgesi icra edilebilirlik şerhiyle ilam niteliği kazanabilir.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0098,devfs_b6_leg_002,legal,"Anayasa Mahkemesine bireysel başvuru, temel hak ihlali iddialarının olağan idari ve yargısal yollar tüketildikten sonra incelendiği ikincil bir hukuk yoludur. Başvurucu, ihlale yol açtığını düşündüğü işlem, eylem veya ihmal için kanunda öngörülen etkili başvuru yollarını süresinde kullanmalıdır. Şikâyetini ve dayandığı bilgi ile delilleri önce yetkili idari veya yargısal mercilere usulüne uygun biçimde sunması gerekir. Olağan yollar tüketilmeden yapılan bireysel başvuru, kural olarak kabul edilemez bulunabilir. Bireysel başvuru, derece mahkemelerinin yerine geçen yeni bir temyiz aşaması değildir. Mahkeme yalnız bir kararın hukuka uygunluğunu genel olarak yeniden değerlendirmez; Anayasa ve ortak koruma alanındaki temel hakların kamu gücü tarafından ihlal edilip edilmediğini inceler. İkincillik ilkesi, temel hak şikâyetinin önce olağan mercilerce giderilmesine fırsat verilmesini sağlar.",Anayasa Mahkemesine bireysel başvuru yapmadan önce hangi yollar tüketilmelidir? Bu başvuru neden yeni bir temyiz aşaması değildir?,Bireysel başvurudan önce kanundaki etkili idari ve yargısal yollar tüketilmelidir. Bu yol derece mahkemelerinin yerine geçen yeni bir temyiz değildir.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0111,devfs_b3_leg_003,legal,"Bilirkişilik sisteminde temel ve alt uzmanlık alanları ile bu alanlarda aranacak nitelikler Bilirkişilik Daire Başkanlığı tarafından belirlenir. Bilirkişilik bölge kurulları, kendi yargı çevrelerinde başvuruları değerlendirir, kabul kararlarını verir ve bilirkişi listelerini oluşturur. Başvuru sahibinin uzmanlık alanı, mesleki deneyimi, temel eğitim durumu ve mevzuatta öngörülen diğer şartları taşıyıp taşımadığı incelenir. Başvurular ilan edilen usul ve süre içinde elektronik ortamda, e-Devlet üzerinden UYAP Bilirkişi Portalı kullanılarak yapılabilir. Başvuru yapılmış olması kişinin doğrudan listeye kaydedildiği anlamına gelmez; belgeler ve koşullar bölge kurulu tarafından değerlendirilir. Bilirkişinin görevi hukuki nitelendirme yapmak veya hâkimin yerine karar vermek değil, özel veya teknik bilgi gerektiren konuda görüş sunmaktır. Başvuru ilanları, hangi uzmanlık alanlarında ihtiyaç bulunduğunu ve adaylardan istenecek belgeleri açıklar.",Bilirkişilik başvurularında Daire Başkanlığı ile bölge kurullarının rolleri nelerdir?,Daire Başkanlığı uzmanlık alanlarını ve bu alanlarda aranacak nitelikleri belirler. Bölge kurulları ise başvuruları değerlendirip bilirkişi listelerini oluşturur.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0113,devfs_b1_leg_002,legal,"Bandrol, fikir ve sanat eserlerinin izinsiz çoğaltılması ve taklit edilmesiyle mücadelede kullanılan holografik ya da dijital bir güvenlik etiketidir. Seri numarası sayesinde yasal nüshanın ve hak sahibinin izlenmesine yardımcı olur. Süreli olmayan yayınlar, kayıt ve tescili yapılmış sinema ve müzik eseri nüshaları ile bilgisayar oyunları zorunlu bandrol uygulamasının temel kapsamındadır. Zorunluluk bulunan nüshalarda bandrol, çoğaltma işlemi tamamlandıktan sonra ve ürün sevk edilmeden önce yapıştırılır. Bandrol eserin içeriğinin doğruluğunu veya sanatsal niteliğini onaylayan bir belge değildir; esas işlevi yasal çoğaltılmış nüshaların takibini kolaylaştırmak ve fikrî hak ihlalleriyle mücadele etmektir. Bazı resmî yayınlar, tanıtım nüshaları veya mevzuatta belirtilen özel durumlar zorunlu uygulamanın dışında kalabilir. Başvuru ve bandrol temin süreçleri eser türüne göre farklı yetkili birimler üzerinden yürütülür.",Bandrol hangi amaçla kullanılır ve zorunlu eser nüshalarına hangi aşamada uygulanır?,"Bandrol, yasal nüshaların izlenmesine ve izinsiz çoğaltmayla mücadeleye yardımcı olur. Zorunlu eser nüshalarında çoğaltmadan sonra, sevkiyattan önce uygulanır.",supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0132,devfs_b4_leg_005,legal,"Tüketici uyuşmazlıklarında arabuluculuk, tarafların mahkemeye gitmeden tarafsız bir arabulucu yardımıyla çözüm aramasını sağlayan alternatif bir uyuşmazlık çözüm yoludur. Tüketici Hakem Heyetlerinin görev alanına girmeyen ve kanunda dava şartı kapsamına alınan uyuşmazlıklarda, dava açılmadan önce arabulucuya başvurulması gerekir. Arabulucu taraflar adına karar vermez; görüşme ortamını düzenleyerek tarafların kendi iradeleriyle bir anlaşmaya ulaşmasına yardımcı olur. Tarafların anlaşması hâlinde uyuşmazlık yargılamaya gerek kalmadan sona erebilir. Anlaşma sağlanamaması durumunda ise tarafların mahkemeye başvurma hakkı devam eder. Süreç, mahkemelerin iş yükünü azaltmayı ve tüketicilerin uyuşmazlıklarını daha hızlı ve barışçıl biçimde çözmesini amaçlar. Arabuluculuk, Tüketici Hakem Heyetinin yerine geçen genel bir karar makamı değildir. Tarafların görüşmelere katılması ve bulunan çözümü kabul etmesi, sürecin anlaşmayla sonuçlanması için gereklidir.",Tüketici uyuşmazlığında arabulucu ne yapar ve taraflar anlaşamazsa süreç nasıl sonuçlanır?,"Arabulucu taraflar adına karar vermez, anlaşmaya ulaşmalarına yardımcı olur. Anlaşma sağlanamazsa tarafların mahkemeye başvurma hakkı devam eder.",supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0160,devfs_b6_leg_003,legal,"Anayasa Mahkemesine bireysel başvuru, olağan başvuru yollarının tüketildiği tarihten; herhangi bir başvuru yolu öngörülmemişse ihlalin öğrenildiği tarihten itibaren otuz gün içinde yapılmalıdır. Başvurucunun mücbir sebep veya ağır hastalık gibi haklı bir mazeret nedeniyle süresinde başvuru yapamaması hâlinde, mazeretin kalkmasından itibaren on beş gün içinde başvurması ve mazeretini belgeleyen delilleri sunması gerekir. Sürenin başlangıcı, nihai kararın usulüne uygun öğrenilmesi veya tebliğiyle ilişkilidir. Vekille takip edilen işlerde tebligatın vekile yapılması süreyi başlatabilir. Süreyi etkilemeyen olağanüstü veya kapalı bir kanun yoluna başvurmak, bireysel başvuru süresini kendiliğinden durdurmaz. Süre şartı kabul edilebilirlik incelemesinin bir parçasıdır. Süre hesabında kararın hangi tarihte ve hangi yolla öğrenildiğinin belgelenmesi önem taşıyabilir. Başvuru belgelerinin zamanında hazırlanması ve teslim tarihinin kanıtlanması başvurucunun sorumluluğundadır.",Bireysel başvuru için genel süre kaç gündür ve haklı mazeret varsa nasıl hareket edilir?,Bireysel başvuru genel olarak olağan yolların tüketilmesinden itibaren otuz gün içinde yapılır. Haklı mazerette mazeret kalkınca on beş gün içinde belgeli başvuru mümkündür.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0168,devv2_ma_leg_002,legal,"Kişinin adı ve soyadıyla arama motorunda yapılan sorgularda belirli sonuçlara ulaşılmamasını istemesi, indeksten çıkarılma talebi olarak değerlendirilebilir. Kişisel Verileri Koruma Kurulu, unutulma hakkını tek ve sınırsız bir silme yetkisi yerine, somut olaya göre farklı araçlarla sağlanabilen bir üst kavram olarak ele alır. Arama motorları, internetteki kişisel verileri sistematik biçimde bulup düzenledikleri ve sonuç listesi olarak sundukları ölçüde veri sorumlusu kabul edilebilir. Bir bağlantının indeksten çıkarılıp çıkarılmayacağı değerlendirilirken bilginin güncelliği, kişi açısından etkisi, kamunun bilgiye erişimdeki yararı ve kişinin kamusal rolü gibi unsurlar birlikte dikkate alınır. İndeksten çıkarma, kaynak internet sayfasındaki içeriğin mutlaka silindiği anlamına gelmez. Başvurular otomatik olarak kabul edilmez; özel hayatın korunması ile ifade ve bilgi edinme özgürlüğü arasında olay bazında denge kurulur. Kişi, talebini önce arama motoruna iletebilir; başvuru yolunun sonucu da somut olayın özellikleri üzerinden değerlendirilir.",Arama sonuçlarının indeksten çıkarılması talepleri hangi ölçütlerle değerlendirilir ve arama motorunun bu süreçteki rolü nedir?,Ad ve soyadla yapılan aramalardaki bazı bağlantılar için indeksten çıkarma talep edilebilir. Kararda kişinin hakları ile kamunun bilgiye erişim yararı somut olayın özelliklerine göre dengelenir.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0178,devv2_repair_leg_001,legal,"5395 sayılı Çocuk Koruma Kanunu, korunma ihtiyacı olan veya suça sürüklenen çocuklar için koruyucu ve destekleyici tedbirler öngörür. Tedbirler çocuğun mümkün olduğunca kendi aile ortamında korunmasını sağlamayı amaçlar. Danışmanlık tedbiri, çocuğa ve bakımından sorumlu kişilere eğitim ve gelişim sorunlarının çözümünde rehberlik sunar. Eğitim tedbiri çocuğun uygun bir eğitim kurumuna devamını, meslek veya sanat edinmesini destekleyebilir. Bakım tedbiri, bakım sorumlusunun görevini yerine getiremediği durumlarda çocuğun bakım kuruluşuna veya koruyucu aile hizmetine yönlendirilmesini kapsar. Sağlık tedbiri fiziksel ve ruhsal sağlığın korunması ile tedavi ve rehabilitasyonu içerir. Barınma tedbiri ise yeterli ve sağlıklı barınma yeri bulunmayan çocuklu kişilere veya hayatı tehlikede olan hamile kadınlarla çocuklarına uygun barınma sağlanmasına yöneliktir.",Çocuk Koruma Kanunundaki koruyucu ve destekleyici tedbirler hangi amaçlarla uygulanır?,"Kanun danışmanlık, eğitim, bakım, sağlık ve barınma tedbirleri öngörür. Çocuğun öncelikle aile ortamında korunmasını amaçlar.",supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0179,devv2_ma_leg_009,legal,"Şikâyet, suçtan zarar gören kişinin maruz kaldığı eylemi Cumhuriyet başsavcılığına veya kolluk makamlarına bildirerek olayın araştırılmasını ve failin cezalandırılmasını istemesidir. Şikâyetçi kişinin faili tanıması şart değildir; kimliği bilinmeyen fail hakkında da başvuru yapılabilir. İhbar ise suç oluşturduğu düşünülen bir olayın veya şüphelinin yetkili makamlara bildirilmesidir ve herkes ihbarda bulunabilir. Soruşturulması şikâyete bağlı suçlarda genel şikâyet süresi, kişinin fiili ve faili öğrendiği tarihten itibaren altı aydır; kamu adına takip edilen suçlar bu sınırlamaya tabi değildir. Şikâyete bağlı suçlarda şikâyetten vazgeçme karar verilinceye kadar mümkün olabilir ve ceza sürecini etkileyebilir. Kamu adına takip edilen suçlarda ise vazgeçme soruşturma veya davanın mutlaka sona ermesi sonucunu doğurmaz. Acil ve devam eden olaylarda 112 aranabilir. Başvurunun niteliği yetkili makamın izleyeceği süreci belirler.",Şikâyet ile ihbar arasındaki fark nedir ve şikâyete bağlı suçlarda süre ne zaman başlar?,Şikâyet suçtan zarar görene tanınan bir başvuru yoludur. Şikâyete bağlı suçlarda süre fiil ile failin öğrenilmesinden itibaren altı aydır.,supported,2,,,,,,,,,,,,,,pending,,
legal_stress_0186,devv2_leg_subscription,legal,"Abonelik sözleşmesi, tüketicinin belirli bir mal veya hizmetten sürekli ya da düzenli aralıklarla yararlanmasını sağlayan sözleşmedir. Elektrik, su, doğal gaz, mobil haberleşme, internet, dijital yayın, çevrim içi eğitim, yazılım ve benzeri birçok hizmet abonelik konusu olabilir. Aboneliklere ilişkin temel kurallar Tüketicinin Korunması Hakkında Kanun ile Abonelik Sözleşmeleri Yönetmeliğinde düzenlenir; bazı sektörlerde bunlara ek özel düzenlemeler de bulunabilir. Sözleşmenin kurulması, tüketiciye bilgi verilmesi, değişikliklerin bildirilmesi ve fesih işlemleri ilgili mevzuata uygun yürütülmelidir. Bir hizmetin düzenli ödeme gerektirmesi tek başına bütün sözleşmeleri aynı hukuki rejime sokmaz; hizmetin niteliği ve sektörel kurallar ayrıca değerlendirilir.","Abonelik sözleşmesi hangi hizmetleri kapsayabilir ve kurulma, değişiklik ile fesih süreçleri hangi kurallara tabidir?",Abonelik sözleşmesi sürekli veya düzenli hizmetten yararlanmayı sağlar. Farklı abonelik türlerinde ek sektörel kurallar bulunabilir.,supported,,,,,,,,,,,,,,,pending,,
legal_stress_0001,devfs_b6_leg_002,legal,"Anayasa Mahkemesine bireysel başvuru, temel hak ihlali iddialarının olağan idari ve yargısal yollar tüketildikten sonra incelendiği ikincil bir hukuk yoludur. Başvurucu, ihlale yol açtığını düşündüğü işlem, eylem veya ihmal için kanunda öngörülen etkili başvuru yollarını süresinde kullanmalıdır. Şikâyetini ve dayandığı bilgi ile delilleri önce yetkili idari veya yargısal mercilere usulüne uygun biçimde sunması gerekir. Olağan yollar tüketilmeden yapılan bireysel başvuru, kural olarak kabul edilemez bulunabilir. Bireysel başvuru, derece mahkemelerinin yerine geçen yeni bir temyiz aşaması değildir. Mahkeme yalnız bir kararın hukuka uygunluğunu genel olarak yeniden değerlendirmez; Anayasa ve ortak koruma alanındaki temel hakların kamu gücü tarafından ihlal edilip edilmediğini inceler. İkincillik ilkesi, temel hak şikâyetinin önce olağan mercilerce giderilmesine fırsat verilmesini sağlar.",Anayasa Mahkemesine bireysel başvuru yapmadan önce hangi yollar tüketilmelidir? Bu başvuru neden yeni bir temyiz aşaması değildir?,Bireysel başvuru önceki yargılama giderlerinin iadesini sağlar. Kabul edilen dosyalar duruşmalı olarak incelenir.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0020,devfs_b5_leg_003,legal,"Coğrafi işaret ve geleneksel ürün adı denetimi, tescilli adı taşıyan ürünlerin üretim, piyasaya arz, dağıtım veya satış aşamalarında tescilde belirtilen özelliklere uygunluğunun kontrol edilmesini kapsar. Denetim planı, tescilde belirtilen sıklık dikkate alınarak hazırlanır. Denetimi, yeterliliği Türk Patent ve Marka Kurumu tarafından onaylanan ve sicilde kayıtlı denetim mercii yürütür. Denetim merciinin objektif, yetkin ve gerekli personel ile donanıma sahip olması gerekir. Tescilin bültende yayımlandığı tarihten itibaren her yıl denetim raporu ve o yıla ait tutanaklar Kuruma sunulur. Her denetlenen için ayrı tutanak düzenlenir; tutanakta denetlenen özellikler, uygunluk sonucu, varsa uygunsuzluk için alınacak tedbirler ve amblem kullanımına ilişkin bilgiler yer alır. Faaliyet gösterenlerin listesi denetim raporundan önce elektronik sistem üzerinden bildirilir. Denetim kayıtları, tescil belgesindeki üretim yöntemi ve ürün özelliklerinin uygulamada korunup korunmadığının izlenmesini sağlar.",Coğrafi işaret denetimini kim yürütür ve yıllık denetim sonunda hangi belgeler TÜRKPATENT’e sunulur?,Denetim sonucu ürünün satış fiyatına alt sınır getirir. Uygun bulunan üreticiler marka tescili kazanır.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0038,devfs_b5_leg_001,legal,"Telif hakları, kişinin fikrî emeğiyle meydana getirdiği eserler üzerinde hukuk düzeninin sağladığı haklardır. Bu hakların doğması için zorunlu bir tescil işlemi gerekmez; koruma, eser meydana getirildiğinde başlar. Eser sahibinin hakları mali ve manevi haklar olarak iki ana grupta düzenlenir. Umuma arz, adın belirtilmesi ve eserde izinsiz değişiklik yapılmasını engelleme yetkileri manevi haklar arasındadır. İşleme, çoğaltma, yayma, temsil ve umuma iletim ise mali haklara örnektir. Eser sahibi veya mirasçıları mali haklarını karşılıklı ya da karşılıksız olarak devredebilir. Mali hakların devrine ilişkin sözleşmenin yazılı olması ve devredilen hakların ayrı ayrı gösterilmesi gerekir. Bir eserin fiziksel nüshasına sahip olmak, kendiliğinden eser üzerindeki bütün telif haklarının kazanıldığı anlamına gelmez. Koruma, eser sahibinin kişisel bağını ve eserden ekonomik yarar sağlama yetkisini birlikte güvence altına almayı amaçlar.",Telif hakkı ne zaman doğar? Eser sahibinin mali ve manevi hakları arasındaki fark nedir?,Eser sahibinin manevi hakları süreli lisansla devredilebilir. Mali hak devri Kurum siciline işlenince geçerli olur.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0071,devv2_ma_leg_009,legal,"Şikâyet, suçtan zarar gören kişinin maruz kaldığı eylemi Cumhuriyet başsavcılığına veya kolluk makamlarına bildirerek olayın araştırılmasını ve failin cezalandırılmasını istemesidir. Şikâyetçi kişinin faili tanıması şart değildir; kimliği bilinmeyen fail hakkında da başvuru yapılabilir. İhbar ise suç oluşturduğu düşünülen bir olayın veya şüphelinin yetkili makamlara bildirilmesidir ve herkes ihbarda bulunabilir. Soruşturulması şikâyete bağlı suçlarda genel şikâyet süresi, kişinin fiili ve faili öğrendiği tarihten itibaren altı aydır; kamu adına takip edilen suçlar bu sınırlamaya tabi değildir. Şikâyete bağlı suçlarda şikâyetten vazgeçme karar verilinceye kadar mümkün olabilir ve ceza sürecini etkileyebilir. Kamu adına takip edilen suçlarda ise vazgeçme soruşturma veya davanın mutlaka sona ermesi sonucunu doğurmaz. Acil ve devam eden olaylarda 112 aranabilir. Başvurunun niteliği yetkili makamın izleyeceği süreci belirler.",Şikâyet ile ihbar arasındaki fark nedir ve şikâyete bağlı suçlarda süre ne zaman başlar?,Şikâyet kaydı failin seyahat özgürlüğünü sınırlar. İhbar eden kişi soruşturmada vekil sıfatı kazanır.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0073,devv2_ma_leg_003,legal,"TÜRKPATENT bünyesindeki Yeniden İnceleme ve Değerlendirme Dairesi, sınai mülkiyet haklarıyla ilgili birimlerin nihai kararlarına karşı yapılan itirazları inceler. Karardan menfaati etkilenen taraflar, kararın bildirim tarihinden itibaren iki ay içinde Kurum nezdinde itiraz yoluna başvurabilir. İnceleme; marka, patent, faydalı model, tasarım, coğrafi işaret, geleneksel ürün adı ve entegre devre topoğrafyası gibi farklı hak türlerine ilişkin kararları kapsayabilir. Daire ayrıca ilgili mevzuatın öngördüğü yayıma itiraz ve görüş süreçlerini de değerlendirir. Yeniden İnceleme ve Değerlendirme Kurulunun kararı TÜRKPATENT nezdinde nihai karardır; aynı karar için Kurum içinde yeniden bir itiraz aşaması bulunmaz. Kurulun nihai kararına karşı, kararın bildiriminden itibaren iki ay içinde Ankara Fikrî ve Sınaî Haklar Hukuk Mahkemesinde dava açılması mümkündür. Kurum içi itiraz ile mahkemede dava açılması birbirinden farklı hukuki yollardır. Başvuru süreleri kararın usulüne uygun bildirim tarihinden itibaren işlemeye başlar.",TÜRKPATENT kararına nasıl itiraz edilir ve itiraz sonrasında dava yolu nasıl işler?,İtiraz dosyasında bağımsız uzman görüşü alınabilir. Kurul kararı başvuru sahibine elektronik ortamda bildirilir.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0074,devfs_b5_leg_005,legal,"Arabuluculuk, bir özel hukuk uyuşmazlığının tarafsız ve uzman bir üçüncü kişinin yardımıyla mahkeme dışında çözülmesini amaçlayan bir yöntemdir. Taraflar sürece eşit haklarla katılır ve arabulucu onlar adına uyuşmazlığın sonucuna karar vermez. Süreçte ileri sürülen beyan ve belgelerin gizli kalması esastır; bu bilgi ve belgeler kural olarak daha sonra mahkeme veya tahkimde delil olarak kullanılamaz. Arabulucu, hukuki sorunun ve tarafların menfaatlerinin belirlenmesine, iletişim ile müzakerenin yürütülmesine yardımcı olur. Taraflar anlaşmaya varırsa hak ve yükümlülükleri gösteren bir anlaşma belgesi düzenlenir. Yetkili ve görevli mahkemenin icra edilebilirlik şerhi verdiği anlaşma belgesi ilam niteliğinde belge hâline gelebilir. Arabuluculuk, tarafların iradesinin yerine arabulucunun tek taraflı kararını koyan bir yargılama değildir. Taraflar çözüm üretme yetkisini kendilerinde tutar ve anlaşmanın içeriğini serbest iradeleriyle belirler.",Arabuluculuk görüşmelerindeki gizlilik nasıl korunur ve anlaşma belgesi ne zaman ilam niteliği kazanır?,Gizlilik kuralı tarafların sonraki ticari ilişkilerini de korur. İcra edilebilirlik şerhi anlaşmayı temyiz incelemesi dışında bırakır.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0086,devfs_b5_leg_004,legal,"Faydalı model, belirli bir süre için buluş sahibi veya başvuru sahibine verilen sınai mülkiyet haklarından biridir. Bir başvurunun faydalı model belgesi alabilmesi için buluşun yeni ve sanayiye uygulanabilir olması gerekir. Başvuru; başvuru ve buluş sahibine ilişkin bilgileri içeren dilekçe ile buluşu açıklayan tarifname takımını kapsar. Tarifname takımı, buluşun teknik özelliklerini açıklayan tarifnameyi, korunması istenen unsurları belirleyen istemleri ve gerektiğinde resimleri içerir. Başvuru tarihi, kanunda şekli ve kapsamı belirlenen bu belgelerin Kuruma verildiği tarih esas alınarak belirlenir. Belgenin verilmesi kararı Resmî Patent Bülteninde ilan edilir. Faydalı model sistemi yalnız bir fikir başlığını kaydetmekten ibaret değildir; teknik çözümün yeterli açıklanması ve kanuni koşulların incelenmesi gerekir. Teknik açıklamanın, ilgili alandaki bir uzmanın buluşu uygulayabilmesine imkân verecek ölçüde açık ve yeterli olması beklenir.",Faydalı model belgesi için buluşta hangi özellikler aranır ve başvuru dosyasında hangi teknik belgeler bulunmalıdır?,Başvuru yayımdan önce şekli incelemeye alınır. İstem değişikliği için başvuru sahibine ek süre tanınır.,unverifiable,2,,,,,,,,,,,,,,pending,,
legal_stress_0093,devv2_ma_leg_005,legal,"Entegre devre topoğrafyası, bir entegre devreyi oluşturan tabakaların üç boyutlu dizilimini gösteren ve üretim amacıyla hazırlanmış görüntüler dizisidir. Koruma, topoğrafyanın tasarlayıcısının kendi fikrî çabası sonucu ortaya çıkması ve tasarım sırasında ilgili çevrede bilinmemesi anlamındaki orijinallik koşuluna bağlıdır. Bilinen elemanlardan oluşan bir düzenleme de bütün olarak ele alındığında özgün bir birleşim oluşturuyorsa korunabilir. Tescil koruması topoğrafyanın kendisine yöneliktir; topoğrafyanın dayandığı içerik, işlem süreci, sistem veya teknik otomatik olarak bu korumanın kapsamına girmez. Hak sahibi, korunan topoğrafyanın izinsiz çoğaltılmasını ve hukuka aykırı biçimde çoğaltılmış topoğrafyayı içeren ürünün ticari ithal, satış veya dağıtımını önleyebilir. Koruma başlangıç tarihinden itibaren on yıl sürer ve hak kural olarak tasarlayıcıya veya onun hukuki haleflerine aittir. Birden fazla tasarlayıcının bulunduğu durumda koruma hakkı, aralarında farklı bir sözleşme yoksa tasarlayıcılar tarafından birlikte kullanılabilir.",Entegre devre topoğrafyası hangi koşullarda korunur ve hak sahibine hangi yetkileri verir?,Topoğrafya tescili entegre devrenin performansını doğrular. Hak sahibi üretim tesisine münhasır ruhsat kazanır.,unverifiable,2,,,,,,,,,,,,,,pending,,
